Deployment ID,Profile bottom,Profile top,Profile step
NA,m asl,m asl,m asl
298,109.0,,30.0
300,109.0,,30.0
301,109.0,,30.0
302,109.0,,30.0
305,109.0,,30.0
307,109.0,,30.0
309,109.0,,30.0
310,109.0,,30.0
311,109.0,,30.0
