Site ID,Start date,End date
:ref:`MAGIC_WT`,2017-07-31 00:00,2017-08-01 00:00
:ref:`MAGIC_WT`,2017-08-08 00:00,2017-08-09 00:00
:ref:`MAGIC_WT`,2017-08-09 00:00,2017-08-09 00:00
