Site ID,NA,RGS
Full Name,NA,Royal Geographical Society
Network,NA,LUMA
Longitude,degrees,-0.17492
Latitude,degrees,51.501517
Start date,UTC,2009-03-26
End date,UTC,
Displacement height,m,-999.0
City,NA,London
