eprint_id,Reference,year
33533,"Loridan, T. and Grimmond, C. S. B. (2012) Characterization of energy flux partitioning in urban environments: links with surface seasonal properties. Journal of Applied Meteorology and Climatology, 51 (2). pp. 219-241. ISSN 1558-8432 doi: https://doi.org/10.1175/JAMC-D-11-038.1",2012
34568,"Loridan, T. and Grimmond, C.S.B. (2012) Multi-site evaluation of an urban land-surface model: intra-urban heterogeneity, seasonality and parameter complexity requirements. Quarterly Journal of the Royal Meteorological Society, 138 (665). pp. 1094-1113. ISSN 1477-870X doi: https://doi.org/10.1002/qj.963",2012
