Site ID,Start date,End date
:ref:`EMB`,2010-07-30 00:00,2010-09-22 00:00
:ref:`MT`,2011-06-12 00:00,2012-04-25 00:00
:ref:`MT`,2012-05-14 00:00,2012-11-11 00:00
:ref:`MT`,2014-08-06 00:00,2016-02-12 00:00
