Site ID,NA,SW91
Full Name,NA,California Sacramento Wet Rural (lat/lng= best guess)
Network,NA,Sacramento
Longitude,degrees,-121.761437
Latitude,degrees,38.502467
Start date,UTC,1991-08-19
End date,UTC,1991-08-29
Displacement height,m,-9.0
City,NA,Sacramento
