Site ID,,SD91
Full Name,,California Sacramento Dry Rural fix zd (lat/lon=best guess)
Network,,Sacramento
Longitude,degrees,-121.064065
Latitude,degrees,38.591214
Start date,UTC,1991-08-19
End date,UTC,1991-08-29
Displacement height,m,-9.0
City,,Sacramento
