Site ID,CSU,
Full Name,California Sacramento Urban (lat/lon=best guess),
Network,Sacramento,
Longitude,-121.325076,degrees
Latitude,38.630489,degrees
Start date,1991-08-19,UTC
End date,1991-08-29,UTC
Displacement height,-9.0,m
City,Sacramento,
