Site ID,Start date,End date
:ref:`MAGIC_WT`,2017-08-01 00:00,2017-08-02 00:00
:ref:`MAGIC_WT`,2017-08-03 00:00,2017-08-04 00:00
:ref:`MAGIC_WT`,2017-08-04 00:00,2017-08-07 00:00
