name,caption,scale
cimg4960_25664730480_o.jpg,View looking to the South 16-10-2009.,50
cimg4962_25939411576_o.jpg,View looking to the East 16-10-2009.,50
cimg4963_25870351171_o.jpg,View looking South West 16-10-2009.,50
cimg4964_25332609854_o.jpg,View looking West 16-10-2009.,50
cimg5012_23159816924_o.jpg,":ref:`CNR1`, :ref:`PAR`, :ref:`UVA`, :ref:`UVB`, :ref:`WXT510`, :ref:`CSAT3` and :ref:`LI7500A` atop tower 16-10-2009.  ",50
r0014839_25861608292_o.jpg,Tower fullly extended 07-11-2009.,50
