Site ID,Start date,End date
:ref:`KSSW`,2013-07-24 00:00,2014-08-13 00:00
:ref:`KSSW`,2014-08-13 00:00,2014-09-04 00:00
:ref:`KSSW`,2014-09-04 00:00,2016-09-14 00:00
:ref:`KSSW`,2016-09-15 00:00,2017-06-13 00:00
