name,caption,scale
r0015469_23679546772_o.jpg,At :ref:`KSS45W`. Unknowm date between 2012-02-27 and 2016-04-14.,50
08-01-2020_(7).JPEG,"At :ref:`IMU`, indicated by arrow, 08-01-2020.",50
