Site ID,Start date,End date
:ref:`KSS45W`,2011-04-21 00:00,2011-05-16 00:00
:ref:`NK`,2011-05-16 00:00,2011-05-23 00:00
:ref:`NDT`,2011-05-24 00:00,2011-09-01 00:00
:ref:`NGT`,2012-01-10 00:00,2013-02-27 00:00
:ref:`KSSW`,2013-04-08 00:00,2013-06-03 00:00
:ref:`IMU`,2013-07-19 00:00,2014-07-31 00:00
:ref:`IMU`,2014-08-01 00:00,2019-08-30 00:00
