Deployment ID,Instrument ID,Instrument serial,Type,Deployment name,Start date,End date
,,,,,UTC,UTC
3,:ref:`DAVIS`,:ref:`AK130521017 <AK130521017>`,single,Davis weather station,2014-01-18,2018-10-31
