Deployment ID,Instrument ID,Instrument serial,Type,Deployment name,Start date,End date
,,,,,UTC,UTC
2,:ref:`DAVIS`,:ref:`AJ130401024 <AJ130401024>`,single,Davis weather station,2014-01-18,2014-03-20
