Deployment ID,Instrument ID,Instrument serial,Type,Deployment name,Start date,End date
,,,,,UTC,UTC
17,:ref:`DAVIS`,:ref:`A00422A003 <A00422A003>`,single,Davis weather station,2012-01-10,2013-02-27
354,:ref:`BLS`,:ref:`T-E-0470 <T-E-0470>`,scintillometer,BLS_NTT_NGT,2012-09-21,2013-02-26
356,:ref:`LASMKII`,:ref:`120028 <120028>`,scintillometer,LAS_MKII_28_NTT_NGT,2012-02-22,2012-09-21
360,:ref:`LAS150`,:ref:`60029 <60029>`,scintillometer,LAS150_NDT_NGT,2012-01-11,2012-09-21
