Deployment ID,Instrument ID,Instrument serial,Type,Deployment name,Start date,End date
NA,NA,NA,NA,NA,UTC,UTC
94,:ref:`SM300`,:ref:`A01365`,single,SMP West,2015-11-02,2016-05-10
95,:ref:`SM300`,:ref:`A01360`,single,SMP East,2015-11-02,2016-06-07
