name,caption,scale
2016-02-11-134430_24839661932_o.jpg,Tower fully extended 11-02-2016.,50
tower-lowering-15092016_29073458294_o.jpg,":ref:`PAR`, :ref:`UVA`, :ref:`UVB`, :ref:`CNR4`, :ref:`WXT510`, :ref:`CSAT3`, :ref:`LI7500A` on top of tower 15-09-2016.",50
tower-lowering-15092016_29073458334_o.jpg,":ref:`PAR`, :ref:`UVA`, :ref:`UVB`, :ref:`CNR4`, :ref:`CSAT3`, :ref:`LI7500A` on top of tower 15-09-2016.",50
