name,caption,scale
dartrey-bls-setup_23160159424_o.jpg,BLS900 reciever at :ref:`NDT` 24/05/2011,50
dartrey-bls-view-to-trellick-3_23160155864_o.jpg,View of BLS900 at :ref:`NDT` towards :ref:`NTT` 24/05/2011,50
work-to-move-bls-davis-and-thermal-cameras-out-of-the-way-of-flue-construction-on-6-jan-2016_23860675819_o.jpg,BLS transmitter at :ref:`IMU` 06/01/2016,50
after-reinstalled-bls-spu_25610890531_o.jpg,Reciever (left) at :ref:`BTT` 11/02/2016,50
18-02-2020_(3).JPEG,Reciever (left) at :ref:`SWT` 18/02/2020,50
