Site ID,NA,BCH
Full Name,NA,Baltimore Cub Hill
Network,NA,BLTER
Longitude,degrees,-76.5215
Latitude,degrees,39.4128
Start date,UTC,2001-05-23
End date,UTC,2006-05-23
Displacement height,m,2.0
City,NA,Baltimore
