Site ID,Start date,End date
:ref:`NGT`,2012-02-22 00:00,2012-09-21 00:00
:ref:`NDT`,2012-09-21 00:00,2013-02-26 00:00
:ref:`BCT`,2014-04-01 00:00,2017-03-16 00:00
:ref:`SWT`,2017-08-25 00:00,2021-04-09 00:00
