Site ID,Start date,End date
:ref:`EMB`,2010-07-30 00:00,2010-10-13 00:00
:ref:`EMB`,2011-02-09 00:00,2011-12-31 00:00
:ref:`EMB`,2012-01-01 00:00,2012-12-31 00:00
:ref:`EMB`,2013-01-01 00:00,2015-11-02 00:00
:ref:`RGS`,2016-06-14 00:00,2016-07-25 00:00
