Site ID,,BDH
Full Name,,Barbican Defoe House
Network,,IndoorLUMA
Longitude,degrees,-0.095334
Latitude,degrees,51.519935
Start date,UTC,2013-11-28
End date,UTC,2018-08-16
Displacement height,m,-999.0
City,,London
