Site ID,NA,MFR
Full Name,NA,Mayfield Road
Network,NA,IndoorLUMA
Longitude,degrees,-0.092698
Latitude,degrees,51.347983
Start date,UTC,2016-03-22
End date,UTC,
Displacement height,m,-999.0
City,NA,London
