Site ID,BLT,
Full Name,Barbican Lauderdale Tower,
Network,IndoorLUMA,
Longitude,-0.096744,degrees
Latitude,51.519903,degrees
Start date,2016-07-04,UTC
End date,2017-06-05,UTC
Displacement height,-999.0,m
City,London,
