Site ID,NA,KCLK
Full Name,NA,"Kings Building, Kings College London"
Network,NA,IndoorLUMA
Longitude,degrees,-0.1161
Latitude,degrees,51.51146
Start date,UTC,2014-06-25
End date,UTC,2014-07-01
Displacement height,m,19.0
City,NA,London
