Site ID,NA,CH
Full Name,NA,80s Council House
Network,NA,IndoorLUMA
Longitude,degrees,-0.114697
Latitude,degrees,51.536963
Start date,UTC,2013-09-08
End date,UTC,2013-09-29
Displacement height,m,-999.0
City,NA,London
