Site ID,VH,
Full Name,Victorian House,
Network,IndoorLUMA,
Longitude,-0.111207,degrees
Latitude,51.52841,degrees
Start date,2013-08-02,UTC
End date,2013-08-16,UTC
Displacement height,-999.0,m
City,London,
