Site ID,,BST
Full Name,,Barbican Shakespeare Tower
Network,,IndoorLUMA
Longitude,degrees,-0.094842
Latitude,degrees,51.52027
Start date,UTC,2013-07-29
End date,UTC,2014-06-23
Displacement height,m,-999.0
City,,London
