Site ID,NA,BTMH
Full Name,NA,Barbican Thomas Moore House
Network,NA,IndoorLUMA
Longitude,degrees,-0.096026
Latitude,degrees,51.519016
Start date,UTC,2013-08-11
End date,UTC,2013-08-12
Displacement height,m,-999.0
City,NA,London
