Site ID,,BH
Full Name,,Barford House
Network,,IndoorLUMA
Longitude,degrees,-0.10602
Latitude,degrees,51.536287
Start date,UTC,2013-07-31
End date,UTC,2013-08-08
Displacement height,m,-999.0
City,,London
