name,caption,scale
tower-lowering-15092016_29073458334_o.jpg,At :ref:`KSSW` 15/09/2016 ,50
102_1940_23004725333_o.jpg,At :ref:`KSNW` 05/07/2015 ,50
2016-04-18-173022_26453291121_o.jpg,At :ref:`IMU` 18/04/2016,50
ksk_mast_1_23679118412_o(1).jpg,At :ref:`KSK` 19/08/2011,50
r0015029_23161117173_o(1).jpg,Atop tower :ref:`KSS` 08/04/2011.,50
