Deployment ID,Height,Yaw,Pitch,Roll
NA,m asl,degrees,degrees,degrees
49,32.0,0.0,0.0,0.0
54,35.0,62.0,,
234,32.0,0.0,,
235,35.0,247.0,,
339,36.0,330.0,,
339,36.0,327.0,,
459,24.0,,,
459,26.0,,,
459,28.0,,,
459,30.0,,,
459,32.0,,,
459,32.0,,,
459,32.0,,,
459,32.0,,,
460,24.0,,,
460,26.0,,,
460,28.0,,,
460,30.0,,,
460,32.0,,,
460,32.0,,,
460,32.0,,,
460,32.0,,,
