Deployment ID,Height,Yaw,Pitch,Roll
NA,m asl,degrees,degrees,degrees
277,0.0,0.0,0.0,0.0
278,0.8,0.0,0.0,0.0
281,0.8,0.0,0.0,0.0
282,28.1,0.0,5.0,0.0
283,28.1,0.0,5.0,0.0
373,28.1,0.0,4.0,0.0
285,-0.15,,,
286,-0.1,,,
293,-0.15,0.0,0.0,0.0
294,-0.1,0.0,0.0,0.0
297,-0.15,0.0,0.0,0.0
383,28.1,0.0,0.0,0.0
400,-0.15,0.0,0.0,0.0
450,28.1,0.0,5.0,0.0
