Site ID,Start date,End date
:ref:`RMR`,2016-08-05 00:00,2016-09-19 00:00
:ref:`URAO`,2016-09-19 00:00,2016-12-02 00:00
:ref:`SWT`,2016-12-15 00:00,2017-11-10 00:00
