Site ID,Start date,End date
:ref:`RMR`,2016-08-05 00:00,2016-09-02 00:00
:ref:`URAO`,2016-09-02 00:00,2016-09-19 00:00
:ref:`RMR`,2016-09-19 00:00,2016-10-03 00:00
