Site ID,SBU,
Full Name,London Southbank University,
Network,ReFresh,
Longitude,-0.10201,degrees
Latitude,51.498149,degrees
Start date,2018-05-10,UTC
End date,2019-03-17,UTC
Displacement height,0.0,m
City,London,
