name,caption,scale
p1050100_25236399043_o.jpg,View facing North West. The sites :ref:`IMU` and :ref:`BTT` are indicated.  14-11-2013.,50
20140123_140957_25562323310_o.jpg,View of City of London skyline looking towards the South East 23-01-2014.,50
20140123_121559_25742090382_o.jpg,:ref:`DAVIS` station looking towards the West 23-01-2014.,50
2014-03-10-150618_25236446123_o.jpg,:ref:`DAVIS` station and :ref:`LASMKII` receiver from :ref:`BTT` 10-03-2014.,50
