name,caption,scale
tower-lowering-15092016_29073458334_o.jpg,At :ref:`KSSW` 15/09/2016 ,50
102_1940_23004725333_o.jpg,At :ref:`KSNW` 05/07/2015 ,50
33443367841_6b73585bea_o(1).jpg,At :ref:`IMU` 07/02/2017,50
cimg5553_25353610893_o.jpg,At :ref:`KSK` 20/07/2010,50
r0015029_23161117173_o(1).jpg,Atop tower :ref:`KSS` 08/04/2011.,50
,,50
