Site ID,Start date,End date
:ref:`KSK`,2008-09-29 00:00,2009-09-29 00:00
:ref:`KSS`,2009-10-09 00:00,2012-02-26 00:00
:ref:`KSS45W`,2012-02-27 00:00,2016-04-14 00:00
:ref:`IMU`,2016-05-04 00:00,2020-11-04 00:00
