Site ID,Start date,End date
:ref:`KSS`,2009-10-13 00:00,2010-03-22 00:00
:ref:`KSS`,2010-03-22 00:00,2010-03-29 00:00
:ref:`KSS`,2010-03-30 00:00,2012-03-25 00:00
:ref:`KSNW`,2012-05-16 00:00,2016-02-18 00:00
