Site ID,IAP,
Full Name,"Institute of Physics (Beijing, China)",
Network,AIRPRO,
Longitude,116.370677,degrees
Latitude,39.974506,degrees
Start date,2016-11-04,UTC
End date,2017-06-25,UTC
Displacement height,-999.0,m
City,Beijing,
