name,caption,scale
p1030608_26657650630_o.jpg,Panoramic looking East 18-03-2016.,100
aphh-november-2016_30271064514_o.jpg,:ref:`CL31` on cabin roof 04-11-2016.,50
aphh-november-2016_30269120223_o.jpg,:ref:`CL31` 04-11-2016.,50
