Site ID,CT,
Full Name,Central Tower,
Network,TokyoIT,
Longitude,139.42,degrees
Latitude,36.01,degrees
Start date,2014-06-16,UTC
End date,2014-09-26,UTC
Displacement height,1.0,m
City,COSMO,
