name,caption,scale
27246847345_59135275cb_o(1).jpg,:ref:`CT25K` and :ref:`CL31` 25-05-2016.,50
18-02-2020.jpg,Soil moisture probe node 18-02-2020.,50
2014-02-26-171111_25767860891_o(1).jpg,:ref:`CL31` 26-02-2014.,50
27212638986_2a63b617b8_o.jpg,Soil moisture nodes in flower bed 25-05-2016.,50
