Deployment ID,Height,Yaw,Pitch,Roll
NA,m asl,degrees,degrees,degrees
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
421,630.0,,,
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
425,630.0,,,
429,630.0,,,
415,630.0,,,
421,630.0,,,
427,630.0,,,
415,630.0,,,
417,630.0,,,
425,630.0,,,
415,630.0,,,
420,630.0,,,
415,630.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
422,672.0,,,
427,630.0,,,
428,672.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
416,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
416,672.0,,,
422,672.0,,,
428,672.0,,,
416,672.0,,,
418,672.0,,,
426,672.0,,,
416,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
416,672.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
417,630.0,,,
417,630.0,,,
425,630.0,,,
417,630.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
418,672.0,,,
426,672.0,,,
418,672.0,,,
424,672.0,,,
426,672.0,,,
430,672.0,,,
419,630.0,,,
420,630.0,,,
423,630.0,,,
425,630.0,,,
429,630.0,,,
421,630.0,,,
427,630.0,,,
421,630.0,,,
421,630.0,,,
427,630.0,,,
422,672.0,,,
422,672.0,,,
428,672.0,,,
422,672.0,,,
428,672.0,,,
424,672.0,,,
424,672.0,,,
424,672.0,,,
424,672.0,,,
424,672.0,,,
424,672.0,,,
424,672.0,,,
424,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
428,672.0,,,
