Site ID,Start date,End date
:ref:`BH`,2013-07-31 00:00,2013-08-08 00:00
:ref:`RH`,2013-08-22 00:00,2013-08-23 00:00
:ref:`BMH`,2013-09-16 00:00,2013-10-03 00:00
:ref:`BMH`,2013-10-12 00:00,2013-11-03 00:00
:ref:`BMH`,2013-11-03 00:00,2013-11-04 00:00
:ref:`BMH`,2013-11-04 00:00,2013-11-11 00:00
:ref:`BDH`,2014-03-05 00:00,2014-05-31 00:00
:ref:`BMH`,2014-07-01 00:00,2014-07-05 00:00
:ref:`BMH`,2015-08-12 00:00,2015-08-16 00:00
