name,caption,scale
25738323952_cfdbb35464_o(1).jpg,At :ref:`IMU` 17-03-2016.,50
img_2832_35987206192_o(1).jpg,Within protective boxes at :ref:`WCT` 21-07-2017.,50
2017-09-07-122859_36286929483_o(1).jpg,At :ref:`CUB` 07-09-2017.,50
