name,caption,scale
IMG_2667.jpeg,View of cabin looking South 12-12-2018.,50
IMG_2672.jpeg,View from top of cabin looking North 12-12-2018.,50
IMG_2671.jpeg,View from cabin roof looking North East 12-12-2018.,50
IMG_2685.jpeg,Cabin roof and :ref:`CL31`with door open 12-12-2018.,50
IMG_2710(1).jpeg,:ref:`CL31` 12-12-2018.,50
