name,caption,scale
sort-kjell_23144423273_o.jpg,Gangway from which water temperature sensors are deployed 03-11-2015.,50
water_tinytag_1_23680520982_o.jpg,Pole on which :ref:`TINYTAG` were deployed 27-04-2011.,50
