name,caption,scale
2015-02-17_23-32-58_23244231299_o.jpg,Panoramic facing North West 17-02-2015.,100
2015-02-11_16-31-37_22985098643_o.jpg,Eddy covariance set up 11-02-2015.,50
20150608_140522_25964619725_o.jpg,:ref:`CL31` 08-06-2015.,50
