Site ID,Start date,End date
:ref:`KSS45W`,2010-09-23 00:00,2011-01-07 00:00
:ref:`RGS`,2011-01-19 00:00,2011-02-02 00:00
:ref:`NK`,2011-02-02 00:00,2016-07-07 00:00
:ref:`IAP`,2016-11-04 00:00,2017-06-25 00:00
:ref:`SWT`,2017-11-10 00:00,2020-02-18 00:00
