Site ID,Start date,End date
:ref:`KSK15S`,2006-11-29 00:00,2009-04-22 00:00
:ref:`KSS45W`,2009-04-22 00:00,2016-04-14 00:00
:ref:`IMU`,2016-04-29 00:00,2019-12-18 00:00
:ref:`IMU`,2020-02-06 00:00,
