Site ID,RAG,
Full Name,Reading Agriculture Glasshouses,
Network,LUMA,
Longitude,-0.97113,degrees
Latitude,51.45625,degrees
Start date,2018-01-17,UTC
End date,2018-08-15,UTC
Displacement height,-999.0,m
City,Reading,
