Site ID,NA,WCT
Full Name,NA,Wyclif Court Tower
Network,NA,LUMA
Longitude,degrees,-0.1036
Latitude,degrees,51.52667
Start date,UTC,2017-07-20
End date,UTC,2017-11-10
Displacement height,m,0.0
City,NA,London
