Site ID,NA,TEM
Full Name,NA,Victoria Embankment Temple Gardens
Network,NA,LUMA
Longitude,degrees,-0.113
Latitude,degrees,51.5112
Start date,UTC,2010-06-22
End date,UTC,2010-08-31
Displacement height,m,-999.0
City,NA,London
