Site ID,BCTW,
Full Name,Barbican Cromwell Tower West,
Network,LUMA,
Longitude,-0.092969,degrees
Latitude,51.520551,degrees
Start date,2014-01-22,UTC
End date,2014-03-20,UTC
Displacement height,-999.0,m
City,London,
