Site ID,,TLI
Full Name,,Thames Royal National Lifeboat Institution
Network,,LUMA
Longitude,degrees,-0.11768
Latitude,degrees,51.50975
Start date,UTC,2010-04-04
End date,UTC,
Displacement height,m,-999.0
City,,London
