Site ID,NA,BCT
Full Name,NA,Barbican Cromwell Tower
Network,NA,LUMA
Longitude,degrees,-0.092951
Latitude,degrees,51.520559
Start date,UTC,2014-03-20
End date,UTC,2018-10-31
Displacement height,m,-999.0
City,NA,London
