Site ID,NA,HOP
Full Name,NA,Honor Oak Park
Network,NA,LUMA
Longitude,degrees,-0.037491
Latitude,degrees,51.449684
Start date,UTC,2018-12-12
End date,UTC,
Displacement height,m,-999.0
City,NA,London
