Site ID,SCT,
Full Name,Southwark Cornish Tower,
Network,LUMA,
Longitude,-0.104732,degrees
Latitude,51.482889,degrees
Start date,2017-08-25,UTC
End date,2021-07-16,UTC
Displacement height,2.0,m
City,London,
