Site ID,NA,RMR
Full Name,NA,Reading Meteorology Roof
Network,NA,LUMA
Longitude,degrees,-0.937381
Latitude,degrees,51.43877
Start date,UTC,2016-04-01
End date,UTC,2016-10-03
Displacement height,m,13.0
City,NA,Reading
