Site ID,NA,BGH
Full Name,NA,Barbican Gilbert House
Network,NA,LUMA
Longitude,degrees,-0.093295
Latitude,degrees,51.518777
Start date,UTC,2014-01-18
End date,UTC,2018-10-31
Displacement height,m,-999.0
City,NA,London
