Site ID,NA,KSNW
Full Name,NA,Kings College London (Strand Campus) North Wing Building
Network,NA,LUMA
Longitude,degrees,-0.115947
Latitude,degrees,51.512195
Start date,UTC,2011-10-11
End date,UTC,2016-02-18
Displacement height,m,19.0
City,NA,London
